id,ID,subtitle,created_at,updated_at,obtained_date,Temperature,Conductivity,component1,component2,component3,component4,component5,component6,mol_ratio,wt_ratio,melting_temp,inorg_name,inorg_contain_ratio(wt),crystallinity,Tg,mp,reference,special_memo,composition
1005,lit_tr1005,,2022-03-16 04:02:13.808307+00:00,2022-03-16 04:02:13.808318+00:00,,22.058267957002386,7.971040211124062e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1006,lit_tr1006,,2022-03-16 04:02:13.811049+00:00,2022-03-16 04:02:13.811059+00:00,,21.24221108863594,6.135910270357538e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1007,lit_tr1007,,2022-03-16 04:02:13.813788+00:00,2022-03-16 04:02:13.813799+00:00,,19.9898532131499,4.404929885333194e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1008,lit_tr1008,,2022-03-16 04:02:13.816523+00:00,2022-03-16 04:02:13.816534+00:00,,19.11221181119282,3.831183909013828e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1009,lit_tr1009,,2022-03-16 04:02:13.819265+00:00,2022-03-16 04:02:13.819276+00:00,,17.58891877684971,3.2745528186024737e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
101,lit_tr101,,2022-03-16 04:02:11.198168+00:00,2022-03-16 04:02:11.198179+00:00,,34.956022979779675,0.0002738826028888499,1s,,,,,,0.279/0.129/0.296,,,,,47.0,-76.0,63.0,not available,"43221 Masaru Heishi a,c, Hiroki Niwa a, Takahiro Uno a, Masataka Kubo b, Takahito Itoh 2013 Division of Chemistry for Materials, Graduate School of Engineering, Mie University, 1577 Kurimamachiya-cho, Tsu, Mie 514-8507, Japan Japan Electrochimica Acta Polymer electrolytes based on polyanionic lithium salts PEO/poly(lithium acrylate) 1/6 +bf3   PEO600000/poly(lithium acrylate)/BF3·OEt2/BF3·OEt2",1s
1010,lit_tr1010,,2022-03-16 04:02:13.822013+00:00,2022-03-16 04:02:13.822023+00:00,,16.79735135994008,3.16227766016837e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1011,lit_tr1011,,2022-03-16 04:02:13.824766+00:00,2022-03-16 04:02:13.824777+00:00,,16.940929001695622,2.6101592190530063e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1012,lit_tr1012,,2022-03-16 04:02:13.827506+00:00,2022-03-16 04:02:13.827517+00:00,,15.653576312446205,1.9744902793747985e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1013,lit_tr1013,,2022-03-16 04:02:13.830246+00:00,2022-03-16 04:02:13.830257+00:00,,13.954775155330935,1.4424175571764091e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1014,lit_tr1014,,2022-03-16 04:02:13.832977+00:00,2022-03-16 04:02:13.832987+00:00,,12.83335519676092,1.1103374802790855e-08,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1015,lit_tr1015,,2022-03-16 04:02:13.835722+00:00,2022-03-16 04:02:13.835733+00:00,,11.651294137080583,9.164757964388869e-09,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1016,lit_tr1016,,2022-03-16 04:02:13.838453+00:00,2022-03-16 04:02:13.838464+00:00,,11.098457028313135,8.1113100058041e-09,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1017,lit_tr1017,,2022-03-16 04:02:13.841191+00:00,2022-03-16 04:02:13.841203+00:00,,58.216672134216765,3.699831963348077e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1018,lit_tr1018,,2022-03-16 04:02:13.843933+00:00,2022-03-16 04:02:13.843945+00:00,,57.282029966219966,3.450475912681939e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1019,lit_tr1019,,2022-03-16 04:02:13.846666+00:00,2022-03-16 04:02:13.846677+00:00,,56.07471858694123,3.3908064452994856e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
102,lit_tr102,,2022-03-16 04:02:11.201303+00:00,2022-03-16 04:02:11.201314+00:00,,30.063609439646143,0.00012515670072120135,1s,,,,,,0.279/0.129/0.296,,,,,47.0,-76.0,63.0,not available,"43221 Masaru Heishi a,c, Hiroki Niwa a, Takahiro Uno a, Masataka Kubo b, Takahito Itoh 2013 Division of Chemistry for Materials, Graduate School of Engineering, Mie University, 1577 Kurimamachiya-cho, Tsu, Mie 514-8507, Japan Japan Electrochimica Acta Polymer electrolytes based on polyanionic lithium salts PEO/poly(lithium acrylate) 1/6 +bf3   PEO600000/poly(lithium acrylate)/BF3·OEt2/BF3·OEt2",1s
1020,lit_tr1020,,2022-03-16 04:02:13.849428+00:00,2022-03-16 04:02:13.849439+00:00,,54.50925796318495,3.217925609038842e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1021,lit_tr1021,,2022-03-16 04:02:13.852172+00:00,2022-03-16 04:02:13.852183+00:00,,53.50423420651276,3.107592037525957e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1022,lit_tr1022,,2022-03-16 04:02:13.854904+00:00,2022-03-16 04:02:13.854915+00:00,,52.324321866113564,2.9491509354249682e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1023,lit_tr1023,,2022-03-16 04:02:13.857648+00:00,2022-03-16 04:02:13.857659+00:00,,51.24274489138202,2.8480328875987548e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1024,lit_tr1024,,2022-03-16 04:02:13.860428+00:00,2022-03-16 04:02:13.860438+00:00,,49.6337907018256,2.656085188337223e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1025,lit_tr1025,,2022-03-16 04:02:13.863176+00:00,2022-03-16 04:02:13.863187+00:00,,48.12884401301693,2.520664238794149e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1026,lit_tr1026,,2022-03-16 04:02:13.865916+00:00,2022-03-16 04:02:13.865928+00:00,,47.074925988014,2.520664238794149e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1027,lit_tr1027,,2022-03-16 04:02:13.868659+00:00,2022-03-16 04:02:13.868670+00:00,,46.376181016694034,2.3507800694946578e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1028,lit_tr1028,,2022-03-16 04:02:13.871402+00:00,2022-03-16 04:02:13.871413+00:00,,45.420358175025115,2.2701836942504618e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1029,lit_tr1029,,2022-03-16 04:02:13.874145+00:00,2022-03-16 04:02:13.874156+00:00,,43.86850437010014,2.192345513568662e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
103,lit_tr103,,2022-03-16 04:02:11.204421+00:00,2022-03-16 04:02:11.204433+00:00,,24.991238448890442,7.061746955164655e-05,1s,,,,,,0.279/0.129/0.296,,,,,47.0,-76.0,63.0,not available,"43221 Masaru Heishi a,c, Hiroki Niwa a, Takahiro Uno a, Masataka Kubo b, Takahito Itoh 2013 Division of Chemistry for Materials, Graduate School of Engineering, Mie University, 1577 Kurimamachiya-cho, Tsu, Mie 514-8507, Japan Japan Electrochimica Acta Polymer electrolytes based on polyanionic lithium salts PEO/poly(lithium acrylate) 1/6 +bf3   PEO600000/poly(lithium acrylate)/BF3·OEt2/BF3·OEt2",1s
1030,lit_tr1030,,2022-03-16 04:02:13.876870+00:00,2022-03-16 04:02:13.876881+00:00,,43.26904766726386,2.192345513568662e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1031,lit_tr1031,,2022-03-16 04:02:13.879625+00:00,2022-03-16 04:02:13.879636+00:00,,42.3316963829393,2.192345513568662e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1032,lit_tr1032,,2022-03-16 04:02:13.882355+00:00,2022-03-16 04:02:13.882366+00:00,,41.23098070518171,2.08056840925077e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1033,lit_tr1033,,2022-03-16 04:02:13.885087+00:00,2022-03-16 04:02:13.885097+00:00,,40.38957966883953,2.08056840925077e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1034,lit_tr1034,,2022-03-16 04:02:13.887827+00:00,2022-03-16 04:02:13.887838+00:00,,39.71957718805345,1.974490279374798e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1035,lit_tr1035,,2022-03-16 04:02:13.890556+00:00,2022-03-16 04:02:13.890567+00:00,,38.222733401108826,1.8738162461450945e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1036,lit_tr1036,,2022-03-16 04:02:13.893297+00:00,2022-03-16 04:02:13.893308+00:00,,37.644418505196995,1.8414163714187084e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1037,lit_tr1037,,2022-03-16 04:02:13.896032+00:00,2022-03-16 04:02:13.896043+00:00,,36.41244586526727,1.7475274245333248e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1038,lit_tr1038,,2022-03-16 04:02:13.898765+00:00,2022-03-16 04:02:13.898776+00:00,,35.759410770744466,1.717307236565957e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1039,lit_tr1039,,2022-03-16 04:02:13.901513+00:00,2022-03-16 04:02:13.901523+00:00,,34.94691003446991,1.6015665881979813e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
104,lit_tr104,,2022-03-16 04:02:11.206877+00:00,2022-03-16 04:02:11.206888+00:00,,25.0,1.53e-07,2s,,,,,,1,,,,,60.21,-60.03,62.79,10.1016/j.electacta.2015.02.074,"43221 Masaru Heishi a,c, Hiroki Niwa a, Takahiro Uno a, Masataka Kubo b, Takahito Itoh 2013 Division of Chemistry for Materials, Graduate School of Engineering, Mie University, 1577 Kurimamachiya-cho, Tsu, Mie 514-8507, Japan Japan Electrochimica Acta Polymer electrolytes based on polyanionic lithium salts PEO/poly(lithium acrylate) 1/6 +bf3   PEO600000/poly(lithium acrylate)/BF3·OEt2/BF3·OEt2",2s
1040,lit_tr1040,,2022-03-16 04:02:13.904265+00:00,2022-03-16 04:02:13.904276+00:00,,34.38078306255761,1.546656959094002e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
1041,lit_tr1041,,2022-03-16 04:02:13.907014+00:00,2022-03-16 04:02:13.907025+00:00,,33.575508888291836,1.4424175571764112e-05,13s,,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate",13s
