id,title,subtitle,tags,created_at,updated_at,obtained_date,temperature,conductivity,component1,component2,component3,component4,component5,component6,mol_ratio,wt_ratio,melting_temp,inorg_name,inorg_contain_ratio,crystallinity,Tg,mp,reference,special_memo
1005,lit_tr1005,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,22.058267957002386,7.971040211124062e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1006,lit_tr1006,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,21.24221108863594,6.135910270357538e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1007,lit_tr1007,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,19.9898532131499,4.404929885333194e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1008,lit_tr1008,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,19.11221181119282,3.831183909013828e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1009,lit_tr1009,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,17.58891877684971,3.2745528186024737e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
101,lit_tr101,,,2022-03-16 04:02:11,2022-03-16 04:02:11,,34.956022979779675,0.0002738826028888499,1,282,364,,,,0.279/0.129/0.296,,,,,47.0,-76.0,63.0,not available,"43221 Masaru Heishi a,c, Hiroki Niwa a, Takahiro Uno a, Masataka Kubo b, Takahito Itoh 2013 Division of Chemistry for Materials, Graduate School of Engineering, Mie University, 1577 Kurimamachiya-cho, Tsu, Mie 514-8507, Japan Japan Electrochimica Acta Polymer electrolytes based on polyanionic lithium salts PEO/poly(lithium acrylate) 1/6 +bf3   PEO600000/poly(lithium acrylate)/BF3·OEt2/BF3·OEt2"
1010,lit_tr1010,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,16.79735135994008,3.16227766016837e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1011,lit_tr1011,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,16.940929001695622,2.6101592190530063e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1012,lit_tr1012,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,15.653576312446205,1.9744902793747985e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1013,lit_tr1013,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,13.954775155330935,1.4424175571764091e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1014,lit_tr1014,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,12.83335519676092,1.1103374802790855e-08,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1015,lit_tr1015,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,11.651294137080583,9.164757964388869e-09,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1016,lit_tr1016,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,11.098457028313135,8.1113100058041e-09,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1017,lit_tr1017,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,58.216672134216765,3.699831963348077e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1018,lit_tr1018,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,57.282029966219966,3.450475912681939e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1019,lit_tr1019,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,56.07471858694123,3.3908064452994856e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
102,lit_tr102,,,2022-03-16 04:02:11,2022-03-16 04:02:11,,30.063609439646143,0.00012515670072120135,1,282,364,,,,0.279/0.129/0.296,,,,,47.0,-76.0,63.0,not available,"43221 Masaru Heishi a,c, Hiroki Niwa a, Takahiro Uno a, Masataka Kubo b, Takahito Itoh 2013 Division of Chemistry for Materials, Graduate School of Engineering, Mie University, 1577 Kurimamachiya-cho, Tsu, Mie 514-8507, Japan Japan Electrochimica Acta Polymer electrolytes based on polyanionic lithium salts PEO/poly(lithium acrylate) 1/6 +bf3   PEO600000/poly(lithium acrylate)/BF3·OEt2/BF3·OEt2"
1020,lit_tr1020,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,54.50925796318495,3.217925609038842e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1021,lit_tr1021,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,53.50423420651276,3.107592037525957e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1022,lit_tr1022,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,52.324321866113564,2.9491509354249682e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1023,lit_tr1023,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,51.24274489138202,2.8480328875987548e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1024,lit_tr1024,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,49.6337907018256,2.656085188337223e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1025,lit_tr1025,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,48.12884401301693,2.520664238794149e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1026,lit_tr1026,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,47.074925988014,2.520664238794149e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1027,lit_tr1027,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,46.376181016694034,2.3507800694946578e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1028,lit_tr1028,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,45.420358175025115,2.2701836942504618e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1029,lit_tr1029,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,43.86850437010014,2.192345513568662e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
103,lit_tr103,,,2022-03-16 04:02:11,2022-03-16 04:02:11,,24.991238448890442,7.061746955164655e-05,1,282,364,,,,0.279/0.129/0.296,,,,,47.0,-76.0,63.0,not available,"43221 Masaru Heishi a,c, Hiroki Niwa a, Takahiro Uno a, Masataka Kubo b, Takahito Itoh 2013 Division of Chemistry for Materials, Graduate School of Engineering, Mie University, 1577 Kurimamachiya-cho, Tsu, Mie 514-8507, Japan Japan Electrochimica Acta Polymer electrolytes based on polyanionic lithium salts PEO/poly(lithium acrylate) 1/6 +bf3   PEO600000/poly(lithium acrylate)/BF3·OEt2/BF3·OEt2"
1030,lit_tr1030,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,43.26904766726386,2.192345513568662e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1031,lit_tr1031,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,42.3316963829393,2.192345513568662e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1032,lit_tr1032,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,41.23098070518171,2.08056840925077e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1033,lit_tr1033,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,40.38957966883953,2.08056840925077e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1034,lit_tr1034,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,39.71957718805345,1.974490279374798e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1035,lit_tr1035,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,38.222733401108826,1.8738162461450945e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1036,lit_tr1036,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,37.644418505196995,1.8414163714187084e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1037,lit_tr1037,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,36.41244586526727,1.7475274245333248e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1038,lit_tr1038,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,35.759410770744466,1.717307236565957e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1039,lit_tr1039,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,34.94691003446991,1.6015665881979813e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
104,lit_tr104,,,2022-03-16 04:02:11,2022-03-16 04:02:11,,25.0,1.53e-07,2,,,,,,1,,,,,60.21,-60.03,62.79,10.1016/j.electacta.2015.02.074,"43221 Masaru Heishi a,c, Hiroki Niwa a, Takahiro Uno a, Masataka Kubo b, Takahito Itoh 2013 Division of Chemistry for Materials, Graduate School of Engineering, Mie University, 1577 Kurimamachiya-cho, Tsu, Mie 514-8507, Japan Japan Electrochimica Acta Polymer electrolytes based on polyanionic lithium salts PEO/poly(lithium acrylate) 1/6 +bf3   PEO600000/poly(lithium acrylate)/BF3·OEt2/BF3·OEt2"
1040,lit_tr1040,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,34.38078306255761,1.546656959094002e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1041,lit_tr1041,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,33.575508888291836,1.4424175571764112e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1042,lit_tr1042,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,32.535038643174175,1.4174736684034225e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1043,lit_tr1043,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,31.73938917849995,1.3452035352878256e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
1044,lit_tr1044,,,2022-03-16 04:02:13,2022-03-16 04:02:13,,30.790097054151772,1.3219407795106875e-05,7,353,,,,,0.8333333/0.0833333,,,,,,,,10.1021/ma021734u,"43278 Noriyoshi Matsumi, Kazunori Sugai, and Hiroyuki Ohno 2003 Department of Biotechnology, Tokyo University of Agriculture & Technology Japan Macromolecules Ion Conductive Characteristics of Alkylborane Type and Boric Ester Type Polymer Electrolytes Derived from Mesitylborane  fig6 circle  PEO4+borane2/PEO4+borate"
